Route,Vehicle,Activity,Job_µµÂøÁöÁ¡ÀÇ index,Arrive_Load,Leave_Load,Wait_Time,Arrive_Time,Leave_Time,Distance,Costs
#1,VEH_160,start,O_50,29.373433198767955,29.373433198767955,0,2023-05-01 00:00,2023-05-01 00:00,0.0,110
#1,VEH_160,service,D_1748,29.373433198767955,0.0,0,2023-05-01 00:55,2023-05-01 01:55,6.91,116.91
#1,VEH_160,finish,O_50,0.0,0.0,0,2023-05-01 02:50,2023-05-01 03:50,13.27,123.27
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#2,VEH_168,start,O_50,33.67293639548335,33.67293639548335,0,2023-05-01 00:00,2023-05-01 00:00,0.0,200
#2,VEH_168,service,D_1748,33.67293639548335,0.0,0,2023-05-01 00:55,2023-05-01 01:55,6.91,210.37
#2,VEH_168,finish,O_50,0.0,0.0,0,2023-05-01 02:50,2023-05-01 03:50,13.27,219.91
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#3,VEH_175,start,O_50,52.88673450614506,52.88673450614506,0,2023-05-01 00:00,2023-05-01 00:00,0.0,250
#3,VEH_175,service,D_1748,52.88673450614506,25.8535623161088,0,2023-05-01 00:55,2023-05-01 01:55,6.91,262.44
#3,VEH_175,service,D_1748,25.8535623161088,0.0,0,2023-05-01 01:55,2023-05-01 02:55,6.91,262.44
#3,VEH_175,finish,O_50,0.0,0.0,0,2023-05-01 03:50,2023-05-01 04:50,13.27,273.89
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
MAX TIME,,,,,,,,2023-05-01 04:50,,
TOTAL,,,,,,,,,39.82,617.07
