Route,Vehicle,Activity,Job_µµÂøÁöÁ¡ÀÇ index,Arrive_Load,Leave_Load,Wait_Time,Arrive_Time,Leave_Time,Distance,Costs
#1,VEH_451,start,O_243,49.46746704284125,49.46746704284125,0,2023-05-01 06:00,2023-05-01 06:00,0.0,200
#1,VEH_451,service,D_37,49.46746704284125,29.2415191719306,229.54,2023-05-01 07:10,2023-05-01 12:00,6.91,210.37
#1,VEH_451,service,D_37,29.2415191719306,0.0,0,2023-05-01 12:00,2023-05-01 13:00,6.91,210.37
#1,VEH_451,finish,O_243,0.0,0.0,0,2023-05-01 14:05,2023-05-01 15:05,13.27,219.91
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#2,VEH_438,start,O_243,23.73917910700177,23.73917910700177,0,2023-05-01 06:00,2023-05-01 06:00,0.0,150
#2,VEH_438,service,D_37,23.73917910700177,0.0,229.54,2023-05-01 07:10,2023-05-01 12:00,6.91,158.29
#2,VEH_438,finish,O_243,0.0,0.0,0,2023-05-01 13:05,2023-05-01 14:05,13.27,165.93
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#3,VEH_465,start,O_243,35.526958311883305,35.526958311883305,0,2023-05-01 06:00,2023-05-01 06:00,0.0,250
#3,VEH_465,service,D_37,35.526958311883305,0.0,229.54,2023-05-01 07:10,2023-05-01 12:00,6.91,262.44
#3,VEH_465,finish,O_243,0.0,0.0,0,2023-05-01 13:05,2023-05-01 14:05,13.27,273.89
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#4,VEH_432,start,O_243,37.187975095572114,37.187975095572114,0,2023-05-01 06:00,2023-05-01 06:00,0.0,150
#4,VEH_432,service,D_37,37.187975095572114,0.0,229.54,2023-05-01 07:10,2023-05-01 12:00,6.91,158.29
#4,VEH_432,finish,O_243,0.0,0.0,0,2023-05-01 13:05,2023-05-01 14:05,13.27,165.93
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
MAX TIME,,,,,,,,2023-05-01 09:05,,
TOTAL,,,,,,,,,53.09,825.65
