Route,Vehicle,Activity,Job_µµÂøÁöÁ¡ÀÇ index,Arrive_Load,Leave_Load,Wait_Time,Arrive_Time,Leave_Time,Distance,Costs
#1,VEH_557,start,O_326,24.64081189737663,24.64081189737663,0,2023-05-01 06:00,2023-05-01 06:00,0.0,80
#1,VEH_557,service,D_2009,24.64081189737663,7.875955330719819,190.16,2023-05-01 06:50,2023-05-01 11:00,14.8,91.84
#1,VEH_557,service,D_1638,7.875955330719819,0.0,0,2023-05-01 12:07,2023-05-01 13:07,21.12,96.9
#1,VEH_557,finish,O_326,0.0,0.0,0,2023-05-01 14:44,2023-05-01 15:44,44.2,115.36
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#2,VEH_587,start,O_326,40.847314730714956,40.847314730714956,0,2023-05-01 06:00,2023-05-01 06:00,0.0,0
#2,VEH_587,service,D_1631,40.847314730714956,18.267014528433776,136.94,2023-05-01 07:43,2023-05-01 11:00,28.91,34.69
#2,VEH_587,service,D_37,18.267014528433776,0.0,0,2023-05-01 13:19,2023-05-01 14:19,54.6,65.52
#2,VEH_587,finish,O_326,0.0,0.0,0,2023-05-01 14:45,2023-05-01 15:45,60.96,73.15
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#3,VEH_554,start,O_326,25.24186125382831,25.24186125382831,0,2023-05-01 06:00,2023-05-01 06:00,0.0,80
#3,VEH_554,service,D_1199,25.24186125382831,0.0,212.11,2023-05-01 06:28,2023-05-01 11:00,39.77,111.81
#3,VEH_554,finish,O_326,0.0,0.0,0,2023-05-01 11:27,2023-05-01 12:27,78.97,143.17
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#4,VEH_582,start,O_326,37.48713891245716,37.48713891245716,0,2023-05-01 06:00,2023-05-01 06:00,0.0,150
#4,VEH_582,service,D_1631,37.48713891245716,0.0,136.94,2023-05-01 07:43,2023-05-01 11:00,28.91,184.69
#4,VEH_582,finish,O_326,0.0,0.0,0,2023-05-01 12:46,2023-05-01 13:46,56.97,218.36
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#5,VEH_614,start,O_326,42.37997738660707,42.37997738660707,0,2023-05-01 06:00,2023-05-01 06:00,0.0,250
#5,VEH_614,service,D_37,42.37997738660707,0.0,266.53,2023-05-01 06:33,2023-05-01 12:00,6.91,262.44
#5,VEH_614,finish,O_326,0.0,0.0,0,2023-05-01 12:25,2023-05-01 13:25,13.27,273.89
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#6,VEH_616,start,O_326,37.49965100982656,37.49965100982656,0,2023-05-01 06:00,2023-05-01 06:00,0.0,250
#6,VEH_616,service,D_37,37.49965100982656,0.0,266.53,2023-05-01 06:33,2023-05-01 12:00,6.91,262.44
#6,VEH_616,finish,O_326,0.0,0.0,0,2023-05-01 12:25,2023-05-01 13:25,13.27,273.89
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#7,VEH_609,start,O_326,17.52087681350413,17.52087681350413,0,2023-05-01 06:00,2023-05-01 06:00,0.0,200
#7,VEH_609,service,D_2012,17.52087681350413,0.0,214.9,2023-05-01 07:25,2023-05-01 12:00,9.11,213.66
#7,VEH_609,finish,O_326,0.0,0.0,0,2023-05-01 13:25,2023-05-01 14:25,18.54,227.8
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
MAX TIME,,,,,,,,2023-05-01 09:45,,
TOTAL,,,,,,,,,286.17,1325.63
