Route,Vehicle,Activity,Job_µµÂøÁöÁ¡ÀÇ index,Arrive_Load,Leave_Load,Wait_Time,Arrive_Time,Leave_Time,Distance,Costs
#1,VEH_31,start,O_9,29.509583614315307,29.509583614315307,0,2023-05-01 00:00,2023-05-01 00:00,0.0,150
#1,VEH_31,service,D_1180,29.509583614315307,0.0,0,2023-05-01 00:17,2023-05-01 01:17,9.11,160.93
#1,VEH_31,finish,O_9,0.0,0.0,0,2023-05-01 01:35,2023-05-01 02:35,18.54,172.24
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#2,VEH_40,start,O_9,47.462944191974216,47.462944191974216,0,2023-05-01 00:00,2023-05-01 00:00,0.0,200
#2,VEH_40,service,D_301,47.462944191974216,37.063302067545905,0,2023-05-01 00:23,2023-05-01 01:23,6.91,210.37
#2,VEH_40,service,D_301,37.063302067545905,29.88014729808344,0,2023-05-01 01:23,2023-05-01 02:23,6.91,210.37
#2,VEH_40,service,D_1180,29.88014729808344,0.0,0,2023-05-01 02:30,2023-05-01 03:30,22.3,233.45
#2,VEH_40,finish,O_9,0.0,0.0,0,2023-05-01 03:48,2023-05-01 04:48,31.73,247.6
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
#3,VEH_26,start,O_9,20.11660728861565,20.11660728861565,0,2023-05-01 00:00,2023-05-01 00:00,0.0,150
#3,VEH_26,service,D_1180,20.11660728861565,0.0,0,2023-05-01 00:17,2023-05-01 01:17,9.11,160.93
#3,VEH_26,finish,O_9,0.0,0.0,0,2023-05-01 01:35,2023-05-01 02:35,18.54,172.24
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
MAX TIME,,,,,,,,2023-05-01 04:48,,
TOTAL,,,,,,,,,68.8,592.08
